gare de depart	gare d'arrivee	heure de depart	heure d'arrivee	prix	correspondance 1	correspondance 2	correspondance 3	correspondance 4
OUJDA	LAAYOUNE SUPRATOURS	13h54	11h29	705 DH	correspondance 1 : 20h14 a Gare MARRAKECH - correspondance 46 Min - depart 21h00	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	LAAYOUNE SUPRATOURS	15h54	12h30	705 DH	correspondance 1 : 22h14 a Gare MARRAKECH - correspondance 46 Min - depart 23h00	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MARRAKECH	05h54	12h14	225 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MARRAKECH	07h54	14h14	225 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MARRAKECH	09h54	16h14	206 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MARRAKECH	11h54	18h14	225 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MARRAKECH	13h54	20h14	225 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MARRAKECH	15h54	22h14	225 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MARRAKECH	16h54	23h14	225 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MARRAKECH	17h53	00h14	206 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MARTIL	13h54	19h00	268 DH	correspondance 1 : 15h57 a Gare KENITRA - correspondance 23 Min - depart 16h20	correspondance 2 : 17h10 a Gare TANGER VILLE - correspondance 20 Min - depart 17h30	pas de correspondance	pas de correspondance
OUJDA	MARTIL	15h54	21h00	268 DH	correspondance 1 : 17h57 a Gare KENITRA - correspondance 23 Min - depart 18h20	correspondance 2 : 19h10 a Gare TANGER VILLE - correspondance 20 Min - depart 19h30	pas de correspondance	pas de correspondance
OUJDA	MEKNES	05h54	06h15	27 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MEKNES	06h23	06h46	25 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MEKNES	07h13	07h34	27 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MEKNES	07h54	08h15	27 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MEKNES	09h54	10h15	27 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MEKNES	11h27	11h49	27 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MEKNES	11h54	12h15	27 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MEKNES	13h54	14h15	27 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MEKNES	14h13	14h35	27 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MEKNES	15h54	16h15	27 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MEKNES	16h54	17h15	27 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MEKNES	17h53	18h16	27 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MEKNES	18h13	18h35	27 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MIDELT (SUPRAT.)							
OUJDA	MOHAMMEDIA	05h54	09h10	148 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MOHAMMEDIA	07h54	11h10	148 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MOHAMMEDIA	09h54	13h10	148 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MOHAMMEDIA	11h54	15h10	148 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MOHAMMEDIA	13h54	17h10	148 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MOHAMMEDIA	15h54	19h10	148 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MOHAMMEDIA	16h54	20h10	148 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	MOHAMMEDIA	17h53	21h10	148 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	TETOUAN SUPRATOURS	13h54	18h29	263 DH	correspondance 1 : 15h57 a Gare KENITRA - correspondance 23 Min - depart 16h20	correspondance 2 : 17h10 a Gare TANGER VILLE - correspondance 20 Min - depart 17h30	pas de correspondance	pas de correspondance
OUJDA	TETOUAN SUPRATOURS	15h54	20h09	263 DH	correspondance 1 : 17h57 a Gare KENITRA - correspondance 23 Min - depart 18h20	correspondance 2 : 19h10 a Gare TANGER VILLE - correspondance 20 Min - depart 19h30	pas de correspondance	pas de correspondance
OUJDA	RABAT AGDAL	05h54	08h38	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	RABAT AGDAL	07h54	10h38	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	RABAT AGDAL	09h54	12h38	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	RABAT AGDAL	11h54	14h38	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	RABAT AGDAL	13h54	16h38	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	RABAT AGDAL	15h54	18h38	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	RABAT AGDAL	16h54	19h38	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	RABAT AGDAL	17h53	20h38	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	RABAT VILLE	05h54	08h32	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
OUJDA	RABAT VILLE	07h54	10h32	113 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
